SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
531370,SPARC SYSTEM,X ,Q,4.64,4.64,4.64,4.64,4.64,4.88,1,100,464.00,
531373,BYKE HOSP   ,B ,Q,24.05,24.05,23.60,23.75,23.75,23.85,6,197,4682.00,
531390,UPSURGE INV.,XT,Q,12.25,13.00,12.15,12.65,12.25,12.70,8,35088,427612.00,
531396,WOMEN NETWOR,X ,Q,3.15,3.25,3.15,3.25,3.25,3.14,3,101,328.00,
531400,ALMONDZ GLO ,B ,Q,16.60,19.00,16.60,18.90,18.90,18.40,4,103,1715.00,
531402,LWS KNITWEAR,XT,Q,7.86,7.86,7.85,7.85,7.85,7.71,10,8097,63637.00,
531404,ZICOM ELECTR,T ,Q,1.45,1.50,1.38,1.38,1.38,1.45,7,1970,2856.00,
531411,TUNI TEXTILE,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,9,96604,18354.00,
531412,RADIX IND   ,XT,Q,83.80,84.05,83.30,83.30,83.30,83.20,14,154,12893.00,
531426,TAMIL.NEWSPR,A ,Q,178.70,178.70,173.50,175.00,173.50,177.05,57,766,134072.00,
531431,SHAKTI PUMPS,B ,Q,374.65,374.95,366.00,367.00,366.10,369.15,173,1885,694541.00,
531437,PWASML      ,X ,Q,23.95,23.95,23.95,23.95,23.95,24.00,2,20,479.00,
531439,GOLDSTONE EN,B ,Q,9.47,9.80,9.47,9.50,9.50,9.55,8,892,8562.00,
531471,DUKE OFFSHOR,X ,Q,17.75,18.35,17.20,18.10,18.10,18.05,34,5891,105348.00,
531472,CYBELE IND  ,XT,Q,5.75,5.75,5.74,5.74,5.74,5.85,4,400,2297.00,
531489,CG-VAK SOFTW,X ,Q,40.90,40.90,36.50,38.00,36.90,36.00,9,522,19826.00,
531494,NAVKAR BUILD,X ,Q,23.90,23.90,20.70,22.00,22.00,23.00,97,33696,773626.00,
531496,OMKAR OVERSE,X ,Q,0.51,0.55,0.51,0.55,0.55,0.53,3,1550,810.00,
531497,MADHUCON PRJ,B ,Q,5.61,5.95,5.61,5.95,5.95,5.88,16,3087,17468.00,
531499,SYBLY INDS. ,X ,Q,2.62,2.62,2.38,2.38,2.38,2.50,2,400,1012.00,
531500,RAJESH EXPO.,A ,Q,693.00,697.40,691.50,692.85,693.05,691.50,529,49805,34526320.00,
531502,ESAAR (I)LTD,X ,Q,1.66,1.66,1.66,1.66,1.66,1.69,2,101,167.00,
531508,EVEREADY (I),B ,Q,69.80,72.20,68.40,71.40,71.40,70.15,218,4989,350113.00,
531512,ORIENT TRADE,X ,Q,3.80,3.80,3.80,3.80,3.80,3.99,27,30331,115257.00,
531518,VIKASPROP   ,X ,Q,7.35,7.35,7.35,7.35,7.35,7.49,62,7843,57646.00,
531524,I.C.S.A. IND,T ,Q,0.68,0.73,0.68,0.73,0.73,0.70,17,4984,3504.00,
531525,ACE SOFTWARE,X ,Q,20.45,20.45,20.45,20.45,20.45,20.55,1,200,4090.00,
531531,HATSUN AGRO ,A ,Q,701.00,704.70,682.95,700.75,699.55,697.70,138,586,407934.00,
531539,RISHABH DIGH,X ,Q,33.00,33.00,30.25,31.10,31.10,33.15,52,3490,108469.00,
531543,JINDAL WORLD,B ,Q,70.00,70.40,66.30,66.65,66.75,69.15,226,15769,1076990.00,
531548,SOMANY CRAM ,B ,Q,427.15,428.00,421.00,422.25,421.00,427.45,39,378,160118.00,
531550,JHAVERI CRED,X ,Q,3.15,3.15,3.15,3.15,3.15,3.31,1,56,176.00,
531556,CORAL (I)FIN,B ,Q,14.50,15.01,14.50,15.00,15.00,14.84,62,4888,72429.00,
531592,GENPHARMA   ,X ,Q,14.00,14.00,13.50,14.00,14.00,13.34,15,1800,25060.00,
531595,CGCL        ,B ,Q,155.00,157.00,152.80,154.20,153.50,156.60,4229,247151,38640069.00,
531599,FDC LIMITED ,B ,Q,173.95,173.95,167.30,167.70,167.30,173.75,230,2092,354006.00,
531616,STARCOM     ,XT,Q,99.75,99.75,91.00,91.00,91.00,95.00,3,7,684.00,
531624,COUNTRY COND,T ,Q,2.05,2.24,2.05,2.15,2.17,2.15,16,22870,47784.00,
531633,LINCOLN PHAR,B ,Q,161.05,163.20,160.75,162.80,162.80,159.25,9,404,65164.00,
531637,SWORD &SHIEL,XT,Q,6.97,6.97,6.97,6.97,6.97,6.84,2,100,697.00,
531642,MARICOLTD   ,A ,Q,370.50,374.05,369.20,370.45,369.45,370.45,332,18062,6705131.00,
531667,RRMETAL     ,X ,Q,22.10,25.15,22.10,25.15,25.15,22.90,6,663,16597.00,
531673,ANKA INDIA  ,XT,Q,22.00,22.00,22.00,22.00,22.00,22.90,1,10,220.00,
531687,KARUTURI GLO,T ,Q,0.90,0.90,0.85,0.85,0.85,0.89,67,234421,201418.00,
531688,PRITHVIEXCH ,X ,Q,41.95,41.95,38.55,39.70,40.80,40.20,64,4433,177407.00,
531694,RAINBOW FOUN,X ,Q,16.40,16.40,16.40,16.40,16.40,15.65,1,1,16.00,
531717,VIDHIING    ,B ,Q,64.25,64.95,63.40,63.55,64.25,64.70,69,3309,211411.00,
531719,BHAGIRA.CHEM,X ,Q,465.00,465.00,455.00,459.90,459.90,465.05,18,1314,602785.00,
531723,STAMPEDE CAP,B ,Q,0.94,0.94,0.91,0.91,0.91,0.95,19,33018,30076.00,
531726,PANCHSHEEL O,X ,Q,61.00,61.00,61.00,61.00,61.00,60.60,4,5000,305000.00,
531727,MENON PISTON,X ,Q,17.85,17.85,17.40,17.80,17.80,17.80,29,3574,63242.00,
531737,GREENCREST  ,X ,Q,0.96,0.98,0.96,0.98,0.97,0.97,1055,1654619,1618576.00,
531739,GENNEX LAB  ,X ,Q,3.30,3.41,3.22,3.33,3.39,3.25,105,187903,623129.00,
531746,PRAJAY ENGS.,B ,Q,6.25,7.06,6.25,7.03,6.55,6.60,14,3629,25137.00,
531761,APOLLOPIPES ,X ,Q,390.05,390.10,380.00,381.20,382.50,396.05,77,3295,1268522.00,
531762,UNJHA FORMUL,X ,Q,7.65,7.65,7.65,7.65,7.65,8.04,8,1600,12240.00,
531768,POLY MEDICUR,B ,Q,183.15,189.95,177.00,180.40,181.00,180.55,122,630,113869.00,
531778,KACHCHHMIN  ,X ,Q,1.73,1.73,1.73,1.73,1.73,1.65,2,82,141.00,
531795,ATUL AUTO   ,B ,Q,272.00,276.75,269.00,275.45,275.45,270.55,115,858,234078.00,
531810,METAL COATIN,XT,Q,29.20,29.20,29.20,29.20,29.20,27.90,5,382,11154.00,
531814,TIRUPATI SAR,X ,Q,7.60,8.24,7.56,7.95,8.00,8.19,16,4135,32890.00,
531822,RODIUM      ,X ,Q,116.00,117.00,114.00,115.80,115.80,116.40,20,4130,480080.00,
531841,INDUSFINL   ,XT,Q,11.50,11.50,11.50,11.50,11.50,12.00,1,1,11.00,
531842,LAHOTI OVER.,X ,Q,13.16,14.22,13.16,13.52,13.52,13.65,13,2629,35375.00,
531845,ZENITH BIRLA,T ,Q,0.39,0.39,0.39,0.39,0.39,0.39,1,200,78.00,
531859,ORIENTAL VEN,X ,Q,61.05,61.45,57.30,58.55,59.00,62.45,70,7251,434762.00,
531861,JOINDRE CAPI,X ,Q,15.25,16.40,15.20,15.30,15.20,15.50,40,13333,205220.00,
531862,BHARATAGRI  ,X ,Q,115.00,115.00,110.85,110.85,110.85,109.15,2,13,1445.00,
531867,UNITECH INTE,X ,Q,5.37,6.09,5.37,5.89,5.89,5.98,3,850,4766.00,
531869,SACHETA MET.,X ,Q,17.35,19.25,17.35,18.95,19.25,18.25,45,8251,153004.00,
531879,PIONEER DIS.,B ,Q,122.00,122.00,114.00,115.55,115.55,121.75,38,665,76980.00,
531881,GMETCOAL    ,X ,Q,10.51,10.52,10.51,10.52,10.52,10.51,3,645,6785.00,
531882,KWALITYLTD  ,B ,Q,3.54,3.54,3.54,3.54,3.54,3.72,64,39586,140134.00,
531888,REXNORD ELE.,X ,Q,27.75,27.90,27.25,27.35,27.25,27.00,9,614,16902.00,
531893,SAWACA BUSI ,XT,Q,1.03,1.03,1.03,1.03,1.03,1.08,2,501,516.00,
531900,CCL INTER   ,X ,Q,8.50,8.50,8.50,8.50,8.50,8.50,1,2,17.00,
531909,SWAGRUHA    ,XT,Q,5.30,5.30,5.27,5.29,5.27,5.25,4,20,105.00,
531917,TWINSTAR SOF,Z ,Q,1.13,1.13,1.08,1.11,1.08,1.13,8,4150,4685.00,
531921,AGAR IND COR,B ,Q,120.20,121.00,118.00,118.60,118.60,122.00,11,477,56768.00,
531923,DHAMPURE SGR,X ,Q,11.17,11.17,11.17,11.17,11.17,11.17,1,8,89.00,
531925,SHANTANU SHE,XT,Q,0.67,0.67,0.67,0.67,0.67,0.70,2,1250,837.00,
531950,VERTEX SEC. ,X ,Q,1.48,1.48,1.35,1.35,1.35,1.50,3,107,148.00,
531952,RIBA TEXTILS,X ,Q,59.70,61.00,56.80,60.10,60.10,59.75,252,81286,4759260.00,
531977,CHARTERLOGIS,XT,Q,4.62,4.85,4.50,4.55,4.84,4.62,28,6819,31925.00,
531978,AMBIKA COTTO,B ,Q,1051.60,1051.60,1035.50,1045.00,1045.00,1046.00,33,158,164987.00,
531979,HIND ALUMIN ,X ,Q,51.00,55.00,51.00,53.45,53.20,51.10,15,143,7686.00,
532005,SAM INDUS.  ,X ,Q,9.80,9.80,9.80,9.80,9.80,9.80,2,10,98.00,
532007,SHREEVAT.FIN,XT,Q,6.46,6.46,6.46,6.46,6.46,6.80,1,50,323.00,
532022,FILAT FASH  ,XT,Q,2.50,2.71,2.50,2.50,2.50,2.59,5,1410,3527.00,
532033,JAIN STUDIOS,Z ,Q,3.00,3.00,3.00,3.00,3.00,3.00,1,2,6.00,
532039,ZENOTECH    ,X ,Q,15.50,15.50,14.90,15.00,15.00,15.50,24,6860,102982.00,
532041,HINDUSTN BIO,X ,Q,0.98,0.98,0.98,0.98,0.98,0.94,10,2600,2548.00,
532051,SWELECT     ,B ,Q,236.00,238.70,222.00,227.30,227.30,244.65,274,4786,1089721.00,
532054,KDDL LTD    ,B ,Q,404.35,409.00,404.35,409.00,409.00,404.35,21,206,84202.00,
532067,KILPEST (I) ,X ,Q,104.70,104.70,95.05,95.60,95.80,98.30,198,13505,1315801.00,
532092,SAGARPROD   ,X ,Q,6.98,7.00,6.94,7.00,6.94,7.01,151,26505,185217.00,
532097,MUKAND ENGG.,B ,Q,15.50,15.50,15.40,15.45,15.45,15.65,4,600,9270.00,
532114,AREALTY     ,X ,Q,1.17,1.17,1.17,1.17,1.17,1.17,1,40,46.00,
532123,BSE  INFRA  ,B ,Q,1.41,1.41,1.35,1.35,1.35,1.38,5,3502,4760.00,
532124,RELIAB VEN  ,X ,Q,10.90,10.90,10.90,10.90,10.90,11.38,1,1,10.00,
532129,HEXAWARE TEC,A ,Q,345.00,362.40,345.00,358.90,360.20,355.75,1379,84836,30444129.00,
532134,BANKBARODA  ,A ,Q,126.50,127.35,123.70,124.20,124.20,125.80,5029,1083131,135518028.00,
532139,G-TECH INFO.,X ,Q,0.88,0.88,0.88,0.88,0.88,0.84,4,85,74.00,
532141,ANDHRA CEMEN,B ,Q,3.95,3.95,3.83,3.84,3.84,3.95,16,3926,15291.00,
532143,SKM EGG PROD,B ,Q,38.00,38.00,36.60,36.60,36.60,36.90,48,497,18319.00,
532144,WELCORP     ,A ,Q,140.00,140.00,136.80,137.30,137.30,139.65,399,18294,2522788.00,
532145,H.S.(I) LTD.,X ,Q,7.36,7.36,7.36,7.36,7.36,7.74,1,2,14.00,
532149,BNK OF INDIA,A ,Q,86.90,86.90,84.25,85.20,85.20,85.60,3530,1041984,88949900.00,
532150,INDRAPRAST  ,B ,Q,37.15,37.50,36.50,36.80,36.70,37.50,112,5962,220337.00,
532155,GAIL (I) LTD,A ,Q,149.70,149.70,144.30,144.90,144.90,147.25,3192,182918,26820400.00,
532156,VAIBHAVGBL  ,B ,Q,845.60,846.95,835.00,840.55,846.95,842.50,81,1890,1587011.00,
532159,TRESCON     ,X ,Q,75.00,75.00,72.10,72.30,72.10,75.00,23,46375,3440880.00,
532162,JK PAPER    ,B ,Q,123.00,124.35,120.05,120.75,120.75,123.75,508,39109,4757454.00,
532163,SAREGAMA (I),B ,Q,536.20,541.10,527.70,529.75,533.00,535.15,81,373,199181.00,
532172,ADROITINFO  ,B ,Q,9.99,9.99,9.99,9.99,9.99,10.37,1,50,499.00,
532173,CYBERTECH   ,B ,Q,53.95,55.45,53.50,53.95,53.95,53.55,63,4977,271508.00,
532174,ICICI BANK  ,A ,Q,429.15,432.80,427.30,430.95,431.85,428.65,8479,969273,416954217.00,
532175,CYIENT      ,A ,Q,539.70,543.55,534.80,537.95,535.60,539.70,67,404,217784.00,
532178,ENGINRS.(I) ,A ,Q,111.00,111.10,108.20,110.55,110.80,109.80,584,71016,7813710.00,
532179,CORPN.BANK  ,A ,Q,28.45,28.50,27.55,27.65,27.55,28.00,143,31294,877644.00,
532180,DHANALAK.BNK,B ,Q,17.50,18.05,17.50,17.95,18.00,17.00,238,88241,1575327.00,
532181,GUJ.MINERAL ,A ,Q,71.70,71.85,70.50,71.25,71.10,71.05,76,4364,310526.00,
532183,GAYATRI SUGR,XT,Q,2.22,2.30,2.22,2.30,2.30,2.33,5,15877,35706.00,
532187,INDUSIND BNK,A ,Q,1500.00,1520.55,1469.45,1487.75,1487.75,1492.40,6121,155149,231822254.00,
532189,INDIA TOURIS,B ,Q,253.00,253.00,247.10,247.55,248.00,251.80,117,1228,305262.00,
532209,J & K BANK  ,A ,Q,40.10,40.35,39.00,39.15,39.15,39.95,270,31887,1262210.00,
532210,CITY UNION  ,A ,Q,200.00,203.20,198.05,198.95,200.10,199.40,609,22108,4398463.00,
532212,ARCHIES LTD ,B ,Q,20.00,20.65,19.55,19.90,19.80,20.10,19,1138,22539.00,
532215,AXIS BANK   ,A ,Q,788.95,789.40,764.45,768.50,768.50,786.20,4205,203058,157095765.00,
532216,HB STOCKHOL.,B ,Q,7.00,7.01,6.96,6.96,6.96,7.73,11,1006,7024.00,
532218,SOUTH IND.BK,A ,Q,12.83,12.85,12.51,12.57,12.57,12.81,683,603258,7630930.00,
532219,ENERGY DEV. ,B ,Q,6.29,6.29,5.90,6.00,6.00,5.95,7,699,4228.00,
532221,SONATA SOFT.,A ,Q,359.05,360.45,350.00,351.30,350.00,359.10,354,3501,1235461.00,
532230,BENGAL TEA &,X ,Q,35.00,35.00,35.00,35.00,35.00,35.00,1,50,1750.00,
532234,NAT.ALUM    ,A ,Q,48.00,48.00,46.70,46.85,46.85,47.75,1689,969418,45723912.00,
532240,INDIA NIPPON,B ,Q,408.00,409.10,391.25,402.10,401.65,403.70,51,347,137489.00,
532256,NALWA SONS  ,B ,Q,995.00,995.00,995.00,995.00,995.00,1001.20,1,7,6965.00,
532259,APAR INDUS. ,B ,Q,569.95,573.50,557.95,571.85,573.50,569.85,45,267,152411.00,
532262,TCI INDUS.  ,XT,Q,850.00,850.00,850.00,850.00,850.00,855.00,3,20,17000.00,
532268,ACCELYA     ,B ,Q,858.00,864.90,855.00,855.55,855.55,858.95,18,119,102046.00,
532271,CYBERMATE   ,X ,Q,1.94,1.94,1.84,1.94,1.94,1.90,27,19950,37206.00,
532275,LANDMARC LEI,X ,Q,0.40,0.40,0.40,0.40,0.40,0.40,6,4125,1650.00,
532276,SYNDICATE BN,A ,Q,41.40,41.65,40.85,41.15,41.00,40.30,830,216967,8936371.00,
532281,HCL TECHNO  ,A ,Q,1020.00,1034.45,1013.40,1018.90,1018.90,1020.70,1305,31923,32605838.00,
532282,CASTEXTECH  ,T ,Q,0.76,0.76,0.74,0.74,0.74,0.73,5,4503,3353.00,
532284,TCFC FINANCE,X ,Q,25.75,27.80,25.05,27.75,27.75,25.45,20,99,2587.00,
532285,GEOJITFSL   ,B ,Q,32.25,32.45,32.00,32.15,32.15,32.05,28,843,27169.00,
532286,JINDAL STE  ,A ,Q,135.35,137.00,129.85,131.80,131.80,135.85,5852,842646,111656847.00,
532296,GLENMARK PHA,A ,Q,454.90,454.90,441.20,445.50,445.60,449.25,1164,35660,15898402.00,
532300,WOCKHARDT   ,A ,Q,359.75,359.75,352.35,355.25,354.10,360.30,780,30071,10686215.00,
532301,TATA COFFEE ,B ,Q,78.20,78.65,76.60,77.15,77.50,77.95,268,21966,1697979.00,
532305,IND-SWIFT LA,B ,Q,32.00,32.20,31.50,32.00,32.10,31.55,20,1014,32395.00,
532309,GEPIL       ,B ,Q,866.65,866.65,841.65,844.95,841.65,869.85,48,124,105257.00,
532310,SHREE RAMA  ,B ,Q,5.20,5.65,5.16,5.64,5.64,5.30,22,3394,18345.00,
532313,MAHINDRALIFE,A ,Q,407.50,418.90,404.30,413.95,416.80,403.10,274,1874,768811.00,
532321,CADILA HEALT,A ,Q,231.90,233.10,227.25,228.40,227.50,230.65,788,49632,11429582.00,
532323,SHIVA CEMENT,X ,Q,12.60,12.65,12.36,12.42,12.42,12.60,94,17892,223330.00,
532326,INTENS TECH ,B ,Q,27.35,28.95,27.35,28.65,28.65,26.80,16,1217,34377.00,
532329,DANLAW TECH.,X ,Q,79.00,80.50,79.00,80.50,80.50,78.40,8,272,21746.00,
532331,AJANTA PHARM,A ,Q,918.20,921.50,908.05,910.50,911.25,916.00,313,4561,4154765.00,
532333,HB PORTFOLIO,X ,Q,18.15,19.00,17.00,17.60,18.75,18.10,35,1874,33198.00,
532334,HB ESTATE DE,X ,Q,11.75,11.75,11.51,11.74,11.51,11.71,9,1535,18029.00,
532339,COMPUCOM SOF,B ,Q,8.35,8.64,8.18,8.41,8.41,8.64,9,1007,8574.00,
532341,IZMO        ,B ,Q,43.60,44.75,43.10,43.95,44.00,44.00,62,1667,72877.00,
532342,COMMEX TECH ,X ,Q,0.31,0.31,0.31,0.31,0.31,0.31,1,2,0.00,
532343,TVS MOTOR L ,A ,Q,423.65,427.90,410.85,417.70,415.40,426.75,936,49384,20619587.00,
532344,SOFTSOL (I) ,X ,Q,28.75,28.75,28.00,28.00,28.00,28.75,2,300,8403.00,
532345,GATI LTD.   ,B ,Q,70.05,71.45,68.45,69.60,69.60,70.45,850,81675,5723364.00,
532348,SUBEX LTX   ,B ,Q,5.90,5.90,5.73,5.75,5.74,5.73,40,11318,65687.00,
532349,TRANSPORT CO,B ,Q,291.00,296.05,289.00,290.40,292.50,291.70,127,1123,326426.00,
532350,PADMALAYA TE,XT,Q,1.48,1.48,1.34,1.34,1.34,1.41,12,1935,2646.00,
532351,AKSH OPTIFIB,B ,Q,11.50,11.65,11.20,11.29,11.32,11.62,100,28690,326516.00,
532354,VIRGOGLOB   ,X ,Q,1.63,1.63,1.63,1.63,1.63,1.71,2,200,326.00,
532356,TRIVENI ENGG,B ,Q,64.20,65.25,63.00,63.70,63.75,64.90,189,22234,1422969.00,
532357,MUKTA ARTS  ,B ,Q,37.40,37.40,36.40,36.50,36.50,36.00,5,265,9792.00,
532362,NAGPUR POWER,X ,Q,37.30,37.30,37.30,37.30,37.30,35.55,1,1,37.00,
532366,PNB GILTS   ,B ,Q,36.95,37.15,35.65,36.75,36.75,35.65,308,79022,2892265.00,
532368,BCG         ,B ,Q,3.75,3.83,3.60,3.60,3.60,3.78,223,279020,1007307.00,
532369,RAMCO INDS. ,B ,Q,193.65,193.85,189.75,190.15,190.15,191.85,47,2123,406299.00,
532370,RAMCO  SYSTM,B ,Q,208.15,210.85,207.65,209.65,207.65,210.10,62,1737,362096.00,
532371,TATA TELESER,T ,Q,4.13,4.13,4.04,4.13,4.13,3.94,370,617088,2544104.00,
532372,VIRINCHI    ,X ,Q,66.00,68.45,65.25,66.60,66.50,66.65,68,6856,459424.00,
532373,WEPSOLN     ,X ,Q,20.90,21.20,18.15,18.45,18.40,19.60,44,3990,74790.00,
532374,STER TECH   ,A ,Q,163.00,163.90,159.25,162.30,162.30,161.60,1670,71357,11518482.00,
532375,TIPSINDUSTR ,B ,Q,58.85,58.85,56.40,56.40,56.40,55.25,5,56,3167.00,
532376,MRO-TEK     ,B ,Q,26.90,27.00,26.90,27.00,27.00,26.40,3,3,80.00,
532380,BABA ARTS   ,X ,Q,3.49,3.49,3.25,3.45,3.45,3.24,6,617,2005.00,
532382,BALAJI TELE.,B ,Q,52.60,53.55,52.30,53.35,53.45,53.30,27,1006,53033.00,
532384,TYCHE INDS  ,X ,Q,50.10,50.50,49.25,49.40,49.25,49.85,10,841,42106.00,
532386,CALIFORN.SOF,B ,Q,17.00,17.05,16.50,17.01,17.05,16.25,47,26800,448784.00,
532387,PRITISHN COM,B ,Q,14.95,15.65,14.25,15.25,14.50,15.00,14,2735,40563.00,
532388,INDIAN OVER.,A ,Q,12.85,12.85,12.06,12.13,12.07,12.11,235,147059,1804498.00,
532390,TAJ GVK HOTL,B ,Q,192.60,192.60,183.90,186.20,186.05,190.55,60,386,71887.00,
532391,OPTO CIRCUIT,B ,Q,4.90,4.99,4.50,4.58,4.60,4.68,39,5656,26119.00,
532392,CREATIVE EYE,B ,Q,1.69,1.69,1.69,1.69,1.69,1.61,2,591,998.00,
532395,AXISCADES   ,B ,Q,63.60,63.95,55.10,58.45,57.90,62.60,769,132050,8161309.00,
532400,BSOFT       ,A ,Q,82.35,82.80,74.10,77.00,77.00,81.60,1396,146230,11250628.00,
532404,SAVEN TECHNO,X ,Q,15.15,16.75,15.05,15.05,15.05,17.00,10,268,4094.00,
532406,AVANTEL LTD ,X ,Q,225.60,239.25,225.60,229.05,226.75,228.00,7,46,10594.00,
532407,MOSCHIP     ,X ,Q,16.25,17.00,16.10,16.70,17.00,16.75,27,5762,94219.00,
532408,MEGASOFT LTD,T ,Q,7.20,7.20,6.91,6.91,6.91,7.05,2,75,532.00,
532410,TRANSCORP IN,X ,Q,17.50,18.90,17.35,18.45,18.45,17.90,10,338,5919.00,
532411,VISESH INFO.,B ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,250,47.00,
532413,CEREBRA INTE,B ,Q,24.45,25.05,23.95,24.40,24.40,24.30,207,128879,3128688.00,
532416,MID-DAY MULT,B ,Q,13.11,13.50,12.80,13.05,13.05,13.85,23,17152,223828.00,
532418,ANDHRA BANK ,A ,Q,23.00,23.30,22.55,22.65,22.70,22.95,163,55953,1279240.00,
532419,SMARTLINK   ,T ,Q,92.00,95.90,92.00,92.05,92.00,96.25,6,194,18218.00,
532424,GODREJ CONS ,A ,Q,644.95,650.80,635.55,637.50,637.25,647.40,610,10769,6902933.00,
532430,BF UTILI    ,B ,Q,200.05,207.80,200.05,205.20,204.45,202.75,3309,173015,35414472.00,
532432,UNITD SPR   ,B ,Q,569.30,573.55,554.10,560.70,560.00,568.40,651,31249,17647304.00,
532439,OLECTRA     ,B ,Q,201.95,207.00,201.00,201.55,201.60,200.25,165,4305,875880.00,
532440,MPS LTD     ,B ,Q,567.00,570.65,558.00,570.25,570.65,568.35,21,75,42621.00,
532443,CERA SANITAR,A ,Q,2896.80,2953.55,2892.10,2905.50,2903.90,2900.85,51,106,308271.00,
532454,BHARTI ARTL ,A ,Q,357.05,364.55,353.75,358.35,358.35,362.20,2534,271875,97399614.00,
532455,SHALIMAR WIR,X ,Q,8.85,9.89,8.38,8.67,9.84,9.01,17,1949,16719.00,
532456,COMPUAGE INF,B ,Q,12.96,13.03,12.60,12.73,12.75,13.31,29,4630,59049.00,
532457,GULSHAN POLY,B ,Q,42.05,44.00,41.50,41.95,41.60,42.90,47,1860,78293.00,
532459,AUNDEFAZE   ,X ,Q,16.30,17.05,16.30,17.05,17.05,16.25,2,425,7058.00,
532460,PONNI SUG(ER,B ,Q,116.80,116.80,116.80,116.80,116.80,111.00,1,90,10512.00,
532461,PUNJAB NATIO,A ,Q,74.90,74.90,72.00,72.65,72.65,74.35,4665,1478427,108003985.00,
532466,ORACLE FIN  ,A ,Q,3243.55,3255.00,3127.70,3145.55,3149.50,3243.55,187,660,2097952.00,
532467,HAZ MUL PRO ,X ,Q,0.66,0.66,0.66,0.66,0.66,0.69,2,5000,3300.00,
532468,KAMAHOLDING ,B ,Q,5101.00,5101.00,4950.00,4955.00,4950.00,5091.35,33,174,875068.00,
532475,APTECH LTD  ,B ,Q,140.75,141.35,136.60,137.35,136.80,140.25,749,63234,8737736.00,
532477,UNION BANK L,A ,Q,79.60,79.60,76.40,77.00,77.00,78.15,1852,550267,42672024.00,
532478,UNITED BREWA,A ,Q,1375.00,1375.00,1349.15,1352.50,1358.60,1350.20,186,3769,5106596.00,
532479,ISMT LTD    ,B ,Q,5.06,5.30,5.00,5.17,5.17,5.41,23,13822,71099.00,
532480,ALLAHABAD BK,A ,Q,49.00,49.35,46.85,47.70,47.70,48.45,572,157860,7626901.00,
532481,NOIDA-TOLL B,B ,Q,3.68,3.82,3.65,3.65,3.65,3.88,8,699,2576.00,
532482,GRANULES (I),A ,Q,96.30,97.35,94.25,95.15,94.25,96.90,275,19197,1841023.00,
532483,CANARA BANK ,A ,Q,278.00,279.30,272.45,275.30,274.50,275.20,2176,273590,75401261.00,
532485,BALMER LA.IN,B ,Q,440.00,440.20,436.50,439.85,439.00,439.10,85,3493,1532886.00,
532486,POKARNA LTD ,B ,Q,135.35,135.35,129.90,131.00,131.00,135.70,22,439,57680.00,
532488,DIVI'S LAB. ,A ,Q,1602.65,1633.55,1601.80,1623.10,1623.90,1603.60,978,19243,31211528.00,
532493,ASTRA MICRO ,B ,Q,82.05,82.65,80.85,81.85,82.65,83.05,157,8723,712846.00,
532497,RADICOKHAIT ,A ,Q,285.75,295.00,282.55,286.65,287.05,286.90,563,15021,4355382.00,
532498,SHRMCITYUN  ,A ,Q,1498.80,1517.60,1460.60,1498.55,1497.45,1491.80,65,165,246620.00,
532500,MARUTISUZUK ,A ,Q,5960.00,5995.95,5900.00,5928.70,5928.70,5947.10,7161,60825,361306845.00,
532503,RAJAPAMILLS ,X ,Q,775.00,785.00,766.00,766.00,766.00,774.80,21,344,264562.00,
532504,NAVIN FLUORI,A ,Q,665.00,667.00,646.50,647.70,648.00,657.10,420,3900,2554496.00,
532505,UCOBANK     ,A ,Q,19.00,19.25,18.75,18.95,18.95,18.95,193,31056,591401.00,
532507,BAG FIL MED ,B ,Q,3.32,3.40,3.20,3.22,3.20,3.34,19,17264,57089.00,
532508,JSL         ,B ,Q,31.95,32.15,30.95,31.20,31.05,31.85,86,8511,267087.00,
532509,SUPRAJIT ENG,B ,Q,196.95,201.50,196.95,197.55,197.60,202.45,28,109,21625.00,
532511,EXCEL CROP. ,B ,Q,2910.85,2933.00,2910.85,2930.40,2920.00,2909.00,10,28,81841.00,
532513,TVSELE      ,B ,Q,167.00,167.00,155.25,157.40,158.90,161.25,254,8385,1333019.00,
532514,INDRA GAS   ,A ,Q,304.00,312.00,303.25,304.45,304.00,303.90,1210,64182,19728710.00,
532515,TV TODAY    ,B ,Q,276.30,279.50,275.60,278.75,279.50,274.95,45,658,182937.00,
532521,PALRED      ,B ,Q,26.40,26.40,26.40,26.40,26.40,26.85,1,20,528.00,
532522,PETRONET LNG,A ,Q,241.35,247.25,241.35,244.20,244.10,241.70,1430,48611,11867975.00,
532523,BIOCON LTD. ,A ,Q,245.20,247.85,244.55,246.60,246.60,244.85,978,94749,23345233.00,
532524,PTC INDIA   ,A ,Q,65.90,65.90,63.70,64.05,64.05,64.55,930,160864,10400415.00,
532525,BANK MAHA   ,B ,Q,16.05,16.60,15.80,16.00,16.00,16.00,303,164176,2655981.00,
532527,RK FORGINGS ,B ,Q,451.50,451.50,451.00,451.00,451.00,460.40,8,48,21658.00,
532528,DATAM GLOB  ,B ,Q,91.00,93.00,90.15,90.50,90.55,91.95,92,2856,259210.00,
